,repeated_states,sum_reward,attempt,victory
0,100,-9.99999999999998,0,False
1,100,-9.99999999999998,1,False
2,100,-9.99999999999998,2,False
3,100,-9.99999999999998,3,False
4,100,-9.99999999999998,4,False
5,100,-9.99999999999998,5,False
6,100,-9.99999999999998,6,False
7,100,-9.99999999999998,7,False
8,100,-9.99999999999998,8,False
9,100,-9.99999999999998,9,False
